contact;education;day;duration;campaign;previous;poutcome;loan
cellular;secondary;13;112;2;0;unknown;yes
cellular;tertiary;7;112;1;1;failure;no
unknown;secondary;14;32;3;0;unknown;no
cellular;tertiary;17;325;2;0;unknown;no
cellular;secondary;20;410;1;0;unknown;no
cellular;tertiary;20;640;1;0;unknown;no
unknown;secondary;9;118;1;0;unknown;no
cellular;unknown;30;166;2;0;unknown;no
cellular;primary;2;173;1;0;unknown;no
unknown;secondary;28;21;24;0;unknown;no
unknown;secondary;14;89;7;0;unknown;no
unknown;primary;19;112;4;0;unknown;no
cellular;secondary;30;164;5;0;unknown;no
telephone;tertiary;29;145;2;1;other;no
cellular;tertiary;6;606;3;0;unknown;no
unknown;secondary;26;105;1;0;unknown;no
cellular;secondary;18;439;3;0;unknown;no
unknown;secondary;29;278;1;0;unknown;no
cellular;secondary;13;205;4;0;unknown;no
cellular;primary;16;221;1;0;unknown;no
telephone;tertiary;18;52;3;3;other;no
unknown;tertiary;12;84;3;0;unknown;no
cellular;secondary;15;476;3;0;unknown;no
cellular;tertiary;20;371;1;0;unknown;no
cellular;tertiary;17;128;3;0;unknown;no
unknown;secondary;13;220;2;0;unknown;no
telephone;tertiary;14;44;14;0;unknown;no
unknown;secondary;8;30;1;2;success;no
cellular;tertiary;7;330;1;1;failure;no
unknown;secondary;30;28;1;0;unknown;no
cellular;primary;12;908;1;0;unknown;no
cellular;tertiary;16;177;1;0;unknown;no
unknown;primary;9;113;4;0;unknown;no
cellular;tertiary;28;38;16;0;unknown;no
cellular;secondary;7;414;4;0;unknown;no
cellular;secondary;20;257;2;0;unknown;no
unknown;tertiary;19;480;1;0;unknown;no
cellular;primary;20;252;2;0;unknown;no
unknown;primary;20;151;1;0;unknown;no
cellular;primary;6;213;4;0;unknown;no
cellular;primary;27;119;12;0;unknown;yes
cellular;tertiary;21;161;2;0;unknown;no
cellular;tertiary;13;227;2;0;unknown;no
telephone;secondary;18;12;3;1;other;no
cellular;secondary;14;517;1;4;success;no
cellular;secondary;7;225;2;2;failure;no
unknown;tertiary;9;150;2;0;unknown;no
cellular;secondary;8;89;1;0;unknown;yes
unknown;primary;9;103;2;0;unknown;no
cellular;tertiary;26;128;1;0;unknown;no
cellular;primary;20;277;1;0;unknown;no
telephone;primary;14;113;2;0;unknown;no
cellular;tertiary;15;326;5;4;failure;no
unknown;secondary;27;755;1;0;unknown;no
cellular;tertiary;29;161;3;0;unknown;no
cellular;secondary;17;100;1;0;unknown;yes
cellular;tertiary;4;142;2;0;unknown;no
unknown;tertiary;8;214;2;0;unknown;no
cellular;primary;18;167;2;0;unknown;no
cellular;secondary;9;676;5;0;unknown;yes
cellular;tertiary;9;236;1;0;unknown;no
unknown;tertiary;12;993;6;0;unknown;no
cellular;secondary;28;83;12;0;unknown;yes
cellular;secondary;6;100;1;0;unknown;no
cellular;tertiary;2;289;2;4;other;no
cellular;secondary;21;33;3;0;unknown;no
telephone;secondary;17;284;3;0;unknown;no
telephone;tertiary;6;245;3;0;unknown;no
cellular;tertiary;17;115;1;0;unknown;no
unknown;secondary;5;730;2;0;unknown;no
cellular;primary;11;347;1;2;failure;no
cellular;secondary;17;58;1;0;unknown;no
cellular;primary;17;180;1;0;unknown;no
unknown;secondary;2;56;8;0;unknown;no
unknown;primary;2;326;3;0;unknown;no
telephone;secondary;21;342;9;0;unknown;no
cellular;secondary;2;49;6;0;unknown;yes
cellular;tertiary;12;110;1;0;unknown;no
cellular;secondary;12;253;1;4;failure;no
cellular;tertiary;14;636;2;0;unknown;no
cellular;primary;19;137;2;0;unknown;no
cellular;secondary;18;227;2;0;unknown;no
unknown;secondary;19;88;5;0;unknown;yes
unknown;secondary;2;426;3;0;unknown;no
telephone;secondary;18;195;3;8;other;no
cellular;primary;18;230;8;0;unknown;no
cellular;secondary;12;750;2;0;unknown;no
cellular;secondary;30;413;3;0;unknown;no
unknown;tertiary;4;104;2;0;unknown;no
cellular;secondary;5;138;1;0;unknown;yes
unknown;unknown;30;868;1;0;unknown;no
telephone;secondary;14;102;14;0;unknown;no
unknown;tertiary;28;77;3;0;unknown;no
unknown;secondary;7;332;2;0;unknown;no
cellular;secondary;7;124;2;0;unknown;no
cellular;secondary;4;104;3;0;unknown;no
cellular;secondary;18;125;1;4;failure;no
cellular;secondary;18;635;3;0;unknown;no
cellular;primary;15;90;1;0;unknown;yes
cellular;tertiary;25;310;1;0;unknown;yes
cellular;secondary;6;207;1;2;failure;no
unknown;secondary;12;43;1;0;unknown;no
cellular;secondary;25;137;1;1;success;no
unknown;primary;15;284;5;0;unknown;yes
cellular;tertiary;28;68;6;0;unknown;no
cellular;tertiary;18;67;1;0;unknown;no
cellular;secondary;18;8;2;0;unknown;yes
cellular;unknown;11;62;1;0;unknown;no
unknown;primary;13;395;2;0;unknown;no
cellular;tertiary;11;27;1;3;failure;no
unknown;secondary;6;195;1;0;unknown;yes
cellular;secondary;4;254;2;0;unknown;yes
cellular;secondary;8;199;1;0;unknown;yes
cellular;secondary;26;73;17;0;unknown;no
unknown;tertiary;14;351;1;0;unknown;no
unknown;tertiary;7;1689;4;0;unknown;yes
cellular;tertiary;21;267;1;0;unknown;no
unknown;secondary;5;234;2;0;unknown;no
cellular;secondary;26;234;10;0;unknown;no
cellular;tertiary;20;94;4;0;unknown;no
unknown;secondary;8;77;2;0;unknown;no
cellular;secondary;15;242;1;0;unknown;no
cellular;secondary;18;247;4;0;unknown;no
unknown;tertiary;9;85;4;0;unknown;no
cellular;tertiary;22;607;4;0;unknown;no
cellular;tertiary;17;485;2;4;failure;no
cellular;secondary;27;184;1;2;failure;no
cellular;unknown;16;156;1;7;other;no
unknown;secondary;21;160;1;0;unknown;no
unknown;tertiary;16;1021;1;0;unknown;no
cellular;primary;31;5;25;0;unknown;no
cellular;secondary;27;701;1;0;unknown;no
cellular;secondary;18;732;2;5;failure;yes
cellular;tertiary;10;122;1;0;unknown;no
unknown;secondary;7;559;1;0;unknown;no
unknown;secondary;8;141;1;0;unknown;yes
cellular;tertiary;21;87;4;0;unknown;no
cellular;tertiary;5;577;1;0;unknown;no
cellular;tertiary;11;193;2;0;unknown;no
cellular;tertiary;28;210;5;0;unknown;no
cellular;secondary;6;732;2;0;unknown;no
unknown;secondary;6;121;2;0;unknown;yes
cellular;tertiary;21;140;1;0;unknown;no
cellular;secondary;20;386;2;0;unknown;no
cellular;secondary;11;733;2;0;unknown;no
cellular;secondary;19;108;1;0;unknown;no
cellular;tertiary;17;80;1;1;failure;yes
cellular;secondary;13;389;4;0;unknown;yes
cellular;tertiary;9;133;3;0;unknown;no
cellular;secondary;21;328;6;0;unknown;no
cellular;secondary;23;119;2;0;unknown;no
unknown;primary;16;87;6;0;unknown;no
cellular;secondary;18;162;1;3;failure;yes
unknown;secondary;15;294;2;0;unknown;no
cellular;tertiary;16;128;2;0;unknown;yes
cellular;secondary;6;108;1;0;unknown;no
cellular;secondary;6;172;2;0;unknown;yes
unknown;secondary;14;208;5;0;unknown;yes
unknown;secondary;20;212;2;0;unknown;no
cellular;tertiary;8;148;1;2;failure;no
cellular;tertiary;4;99;1;0;unknown;no
cellular;tertiary;3;185;1;1;success;no
cellular;primary;6;133;2;0;unknown;no
cellular;secondary;6;170;1;0;unknown;no
cellular;tertiary;8;81;3;1;failure;no
cellular;secondary;12;230;2;0;unknown;no
unknown;secondary;5;287;1;0;unknown;no
cellular;primary;16;618;1;0;unknown;no
cellular;tertiary;5;788;1;0;unknown;no
cellular;secondary;6;285;6;0;unknown;no
cellular;secondary;21;163;2;0;unknown;no
cellular;tertiary;8;159;1;0;unknown;no
cellular;secondary;12;197;2;3;failure;no
unknown;tertiary;29;44;15;0;unknown;no
cellular;secondary;23;180;2;3;success;no
unknown;primary;26;11;1;0;unknown;no
unknown;secondary;7;388;7;0;unknown;no
unknown;secondary;5;143;3;0;unknown;no
cellular;tertiary;7;191;1;1;failure;no
cellular;secondary;13;1073;1;0;unknown;no
telephone;primary;31;88;10;0;unknown;yes
cellular;secondary;2;167;1;10;other;no
cellular;secondary;29;96;4;0;unknown;no
cellular;secondary;13;537;3;0;unknown;no
cellular;secondary;5;139;1;0;unknown;no
unknown;primary;30;570;2;0;unknown;no
cellular;tertiary;29;100;3;0;unknown;no
unknown;secondary;15;253;2;0;unknown;no
cellular;secondary;1;525;2;0;unknown;no
cellular;secondary;20;696;3;0;unknown;no
unknown;tertiary;26;535;6;0;unknown;no
cellular;secondary;6;131;3;0;unknown;no
unknown;secondary;20;6;1;0;unknown;no
cellular;tertiary;5;105;1;0;unknown;no
unknown;secondary;19;370;1;0;unknown;no
cellular;tertiary;29;29;14;0;unknown;no
cellular;secondary;5;184;1;6;failure;yes
cellular;secondary;3;47;2;3;other;yes
unknown;secondary;2;193;4;0;unknown;yes
cellular;secondary;16;709;2;0;unknown;no
cellular;tertiary;6;358;2;0;unknown;no
unknown;tertiary;20;253;1;0;unknown;no
unknown;tertiary;6;197;3;0;unknown;no
cellular;secondary;22;94;2;0;unknown;no
cellular;secondary;22;445;2;0;unknown;yes
cellular;secondary;15;153;1;2;failure;no
unknown;unknown;18;113;1;0;unknown;no
cellular;secondary;17;80;1;0;unknown;no
unknown;secondary;15;318;1;0;unknown;no
cellular;tertiary;27;100;1;1;failure;no
unknown;tertiary;20;40;3;0;unknown;no
unknown;tertiary;2;55;25;0;unknown;no
cellular;tertiary;20;67;1;0;unknown;no
cellular;tertiary;7;76;2;0;unknown;no
unknown;tertiary;16;73;1;0;unknown;no
unknown;secondary;20;89;2;0;unknown;no
cellular;tertiary;19;109;3;0;unknown;no
unknown;tertiary;5;21;17;0;unknown;no
cellular;tertiary;18;465;1;0;unknown;no
cellular;primary;21;106;3;0;unknown;no
cellular;secondary;20;304;1;1;failure;no
unknown;tertiary;16;16;25;0;unknown;no
unknown;secondary;28;543;2;0;unknown;no
cellular;primary;8;338;3;0;unknown;no
cellular;secondary;22;197;5;0;unknown;no
unknown;secondary;8;956;2;0;unknown;yes
cellular;secondary;12;95;1;9;other;no
unknown;secondary;15;546;9;0;unknown;no
unknown;secondary;30;124;4;0;unknown;yes
cellular;secondary;7;113;4;0;unknown;no
cellular;secondary;7;245;3;0;unknown;no
cellular;secondary;22;188;2;0;unknown;no
cellular;tertiary;19;199;5;0;unknown;no
cellular;tertiary;5;470;7;3;other;no
unknown;secondary;14;90;1;0;unknown;no
unknown;secondary;23;350;5;0;unknown;no
cellular;tertiary;7;31;1;2;failure;no
cellular;tertiary;9;156;1;0;unknown;no
unknown;tertiary;27;299;1;0;unknown;no
cellular;secondary;30;510;2;0;unknown;no
cellular;secondary;25;177;4;0;unknown;no
cellular;secondary;13;123;2;0;unknown;no
cellular;secondary;2;270;1;0;unknown;no
unknown;primary;16;225;4;0;unknown;no
cellular;tertiary;28;63;1;0;unknown;no
unknown;tertiary;3;247;13;0;unknown;no
cellular;secondary;30;206;5;3;failure;yes
unknown;tertiary;6;168;2;0;unknown;no
unknown;tertiary;21;836;12;0;unknown;no
cellular;tertiary;8;131;2;0;unknown;no
cellular;secondary;29;116;4;0;unknown;no
unknown;unknown;12;58;1;0;unknown;no
unknown;secondary;6;36;1;0;unknown;no
cellular;secondary;21;240;2;0;unknown;no
cellular;secondary;22;132;4;0;unknown;no
cellular;secondary;17;544;1;0;unknown;yes
unknown;secondary;8;266;1;0;unknown;yes
cellular;secondary;4;443;2;0;unknown;no
cellular;primary;10;324;1;0;unknown;no
cellular;secondary;6;15;10;3;failure;no
cellular;primary;28;263;2;0;unknown;no
unknown;secondary;11;199;1;0;unknown;no
cellular;secondary;29;145;2;0;unknown;no
cellular;tertiary;2;56;1;0;unknown;yes
cellular;secondary;5;11;9;0;unknown;no
cellular;secondary;18;411;1;2;other;no
cellular;secondary;29;165;23;0;unknown;no
unknown;unknown;12;619;3;0;unknown;no
cellular;secondary;17;203;1;0;unknown;no
unknown;secondary;7;254;1;0;unknown;no
unknown;tertiary;9;189;1;0;unknown;no
cellular;secondary;12;707;2;2;success;no
cellular;secondary;15;196;1;0;unknown;no
unknown;secondary;9;171;1;0;unknown;no
cellular;secondary;28;1451;2;0;unknown;no
unknown;secondary;2;563;1;0;unknown;no
cellular;secondary;11;239;4;0;unknown;no
telephone;secondary;28;73;6;0;unknown;no
cellular;secondary;6;203;2;2;failure;no
cellular;secondary;6;158;1;1;success;no
cellular;secondary;9;100;4;0;unknown;no
cellular;tertiary;8;160;1;0;unknown;yes
cellular;secondary;19;661;1;0;unknown;no
cellular;tertiary;14;166;1;0;unknown;no
cellular;secondary;29;114;2;0;unknown;yes
unknown;tertiary;29;58;1;0;unknown;no
telephone;primary;31;25;8;0;unknown;no
cellular;secondary;7;121;2;0;unknown;no
unknown;tertiary;16;226;4;0;unknown;yes
unknown;secondary;16;234;2;0;unknown;yes
cellular;tertiary;10;88;1;0;unknown;yes
unknown;tertiary;21;85;1;0;unknown;yes
cellular;secondary;18;134;1;0;unknown;no
cellular;secondary;4;251;3;0;unknown;no
cellular;secondary;14;152;1;0;unknown;no
cellular;tertiary;13;202;1;5;failure;no
unknown;primary;30;379;17;0;unknown;no
cellular;secondary;30;156;2;0;unknown;no
unknown;secondary;17;332;1;0;unknown;no
telephone;tertiary;14;90;3;0;unknown;no
telephone;primary;20;291;1;0;unknown;no
telephone;secondary;6;23;2;0;unknown;no
cellular;primary;21;122;2;0;unknown;no
cellular;secondary;26;105;2;1;failure;yes
telephone;secondary;11;1143;4;0;unknown;no
unknown;primary;26;70;3;0;unknown;no
cellular;secondary;8;264;2;0;unknown;no
cellular;secondary;27;204;2;0;unknown;no
cellular;tertiary;19;182;1;0;unknown;no
cellular;secondary;17;386;2;0;unknown;no
unknown;primary;5;295;3;0;unknown;yes
cellular;secondary;12;86;2;0;unknown;no
cellular;secondary;28;16;20;0;unknown;no
cellular;tertiary;20;413;2;0;unknown;no
unknown;tertiary;29;323;3;0;unknown;yes
cellular;tertiary;13;78;3;0;unknown;no
cellular;tertiary;25;121;3;0;unknown;no
cellular;tertiary;19;265;1;0;unknown;no
cellular;tertiary;27;418;2;0;unknown;no
cellular;primary;28;386;4;0;unknown;no
unknown;secondary;19;594;2;0;unknown;no
cellular;tertiary;8;161;1;0;unknown;no
cellular;secondary;5;450;3;0;unknown;yes
cellular;secondary;25;217;6;0;unknown;no
cellular;tertiary;8;136;1;0;unknown;no
unknown;secondary;9;322;1;0;unknown;no
cellular;secondary;16;104;1;1;failure;no
cellular;secondary;17;189;2;4;failure;yes
cellular;secondary;15;250;4;2;failure;no
cellular;tertiary;19;123;5;0;unknown;no
cellular;primary;23;427;1;2;failure;no
cellular;secondary;8;632;2;0;unknown;yes
cellular;tertiary;13;101;3;0;unknown;no
cellular;secondary;24;467;2;4;other;no
cellular;secondary;16;640;2;0;unknown;no
cellular;tertiary;16;517;1;1;failure;yes
unknown;secondary;13;160;3;0;unknown;no
cellular;tertiary;12;177;3;0;unknown;no
unknown;secondary;21;206;1;0;unknown;no
unknown;secondary;7;208;2;0;unknown;no
cellular;tertiary;12;169;1;0;unknown;no
cellular;secondary;14;287;2;1;failure;no
cellular;tertiary;17;505;3;0;unknown;yes
cellular;primary;30;89;4;2;failure;no
cellular;tertiary;29;138;1;0;unknown;no
cellular;tertiary;14;321;3;4;success;no
unknown;primary;15;262;4;0;unknown;no
cellular;secondary;13;61;1;0;unknown;no
cellular;tertiary;24;217;9;0;unknown;no
cellular;tertiary;14;192;2;0;unknown;yes
cellular;tertiary;29;174;2;0;unknown;no
unknown;secondary;25;292;2;0;unknown;no
unknown;primary;29;240;2;0;unknown;no
cellular;secondary;4;282;2;0;unknown;no
telephone;secondary;14;128;6;0;unknown;yes
telephone;primary;2;161;1;0;unknown;no
cellular;primary;29;291;1;4;failure;no
cellular;secondary;20;356;1;0;unknown;no
unknown;tertiary;21;294;2;0;unknown;no
unknown;unknown;18;422;1;0;unknown;no
unknown;tertiary;28;806;1;0;unknown;no
unknown;primary;16;227;1;0;unknown;no
cellular;secondary;17;560;2;0;unknown;no
unknown;secondary;3;361;1;0;unknown;no
cellular;primary;18;246;1;0;unknown;yes
cellular;tertiary;4;419;2;0;unknown;no
cellular;secondary;8;449;2;10;other;no
cellular;secondary;17;71;1;0;unknown;no
cellular;tertiary;18;164;2;3;failure;no
unknown;secondary;15;263;4;0;unknown;no
unknown;secondary;18;146;2;0;unknown;no
cellular;primary;27;759;2;0;unknown;no
cellular;secondary;28;72;2;4;failure;no
cellular;secondary;21;808;2;0;unknown;yes
cellular;tertiary;17;1183;1;0;unknown;no
cellular;secondary;4;123;3;0;unknown;no
unknown;secondary;29;483;2;0;unknown;no
cellular;tertiary;4;238;3;0;unknown;no
cellular;unknown;9;464;1;6;failure;no
cellular;tertiary;22;385;9;0;unknown;no
unknown;secondary;23;240;2;0;unknown;no
cellular;secondary;29;109;2;0;unknown;no
cellular;primary;30;598;4;0;unknown;no
unknown;tertiary;16;274;8;0;unknown;no
cellular;secondary;7;123;2;0;unknown;no
cellular;secondary;23;70;1;0;unknown;yes
unknown;tertiary;23;260;1;0;unknown;no
cellular;tertiary;29;190;3;0;unknown;no
unknown;primary;14;521;2;0;unknown;no
cellular;secondary;14;228;1;0;unknown;no
telephone;tertiary;17;466;4;0;unknown;no
cellular;tertiary;27;74;2;0;unknown;no
unknown;secondary;29;57;2;0;unknown;no
cellular;secondary;30;119;3;0;unknown;no
cellular;tertiary;19;124;2;0;unknown;no
cellular;secondary;31;65;50;0;unknown;yes
cellular;secondary;30;174;6;0;unknown;no
unknown;primary;30;232;3;0;unknown;no
cellular;primary;16;124;1;0;unknown;no
unknown;primary;5;701;1;0;unknown;yes
unknown;primary;9;162;2;0;unknown;no
unknown;unknown;6;431;2;0;unknown;no
cellular;secondary;18;191;3;0;unknown;no
cellular;tertiary;11;249;5;0;unknown;no
unknown;unknown;6;189;1;0;unknown;no
cellular;secondary;25;167;4;0;unknown;no
cellular;tertiary;29;73;4;0;unknown;no
unknown;tertiary;30;162;1;0;unknown;no
cellular;secondary;12;235;2;0;unknown;no
cellular;secondary;15;44;1;0;unknown;no
unknown;tertiary;26;127;2;0;unknown;yes
cellular;secondary;20;93;3;7;failure;no
cellular;unknown;30;143;1;3;other;no
cellular;tertiary;16;81;2;0;unknown;no
unknown;secondary;17;77;2;0;unknown;yes
unknown;secondary;23;115;4;0;unknown;no
unknown;tertiary;17;125;1;3;failure;no
cellular;tertiary;19;53;4;0;unknown;no
telephone;unknown;4;77;2;0;unknown;no
telephone;secondary;3;45;1;0;unknown;no
cellular;tertiary;11;74;2;0;unknown;no
cellular;primary;21;169;5;0;unknown;no
cellular;tertiary;11;269;2;0;unknown;no
cellular;primary;29;52;2;1;failure;no
cellular;primary;22;246;3;0;unknown;no
cellular;secondary;13;167;1;1;success;no
cellular;tertiary;21;316;3;9;other;no
cellular;unknown;15;142;1;0;unknown;no
cellular;secondary;21;75;1;0;unknown;no
cellular;tertiary;2;204;1;0;unknown;yes
cellular;primary;10;542;1;0;unknown;yes
unknown;secondary;30;70;1;0;unknown;no
cellular;secondary;8;266;1;0;unknown;no
cellular;unknown;6;34;9;0;unknown;no
cellular;tertiary;22;203;4;0;unknown;no
unknown;tertiary;6;85;3;0;unknown;yes
cellular;tertiary;13;562;1;0;unknown;no
cellular;secondary;6;185;3;0;unknown;no
cellular;tertiary;22;158;1;2;failure;no
cellular;secondary;12;515;1;5;failure;no
cellular;primary;24;173;2;0;unknown;no
unknown;secondary;16;353;4;0;unknown;no
cellular;secondary;11;143;3;1;failure;no
cellular;secondary;20;18;5;0;unknown;no
cellular;secondary;18;466;1;0;unknown;no
cellular;secondary;17;85;1;1;failure;no
cellular;unknown;18;123;1;0;unknown;no
cellular;unknown;30;121;1;0;unknown;no
unknown;secondary;29;245;3;0;unknown;yes
cellular;secondary;6;215;1;0;unknown;no
unknown;secondary;15;190;6;0;unknown;no
unknown;secondary;13;44;1;0;unknown;no
cellular;secondary;30;171;1;0;unknown;no
cellular;secondary;30;62;12;0;unknown;no
unknown;secondary;20;172;1;0;unknown;yes
unknown;secondary;23;78;10;0;unknown;no
unknown;secondary;15;319;5;0;unknown;no
cellular;secondary;2;111;1;0;unknown;yes
unknown;primary;6;158;1;0;unknown;no
cellular;secondary;29;82;12;0;unknown;no
unknown;tertiary;20;128;6;0;unknown;no
unknown;secondary;8;102;4;0;unknown;no
unknown;tertiary;16;124;2;0;unknown;no
cellular;secondary;17;334;2;0;unknown;no
cellular;tertiary;28;134;5;2;success;no
cellular;tertiary;27;218;1;0;unknown;no
unknown;primary;9;313;1;0;unknown;no
unknown;secondary;6;207;3;0;unknown;yes
unknown;tertiary;6;262;1;0;unknown;no
cellular;tertiary;19;134;2;0;unknown;no
unknown;tertiary;11;197;3;0;unknown;yes
cellular;secondary;12;214;3;0;unknown;no
cellular;tertiary;30;1165;7;0;unknown;yes
cellular;secondary;7;177;2;0;unknown;no
unknown;secondary;23;141;6;0;unknown;no
cellular;secondary;29;164;6;0;unknown;yes
cellular;secondary;16;151;1;0;unknown;no
cellular;secondary;4;145;2;4;failure;no
cellular;primary;2;217;1;1;failure;no
unknown;tertiary;18;74;1;0;unknown;no
cellular;tertiary;20;263;2;0;unknown;no
cellular;unknown;30;585;1;0;unknown;no
unknown;primary;14;145;1;0;unknown;yes
unknown;unknown;16;143;5;0;unknown;no
cellular;primary;8;524;1;0;unknown;yes
cellular;secondary;11;270;1;0;unknown;no
cellular;tertiary;20;187;2;0;unknown;no
cellular;tertiary;17;183;1;0;unknown;yes
cellular;secondary;27;123;3;8;failure;no
cellular;tertiary;20;20;4;0;unknown;no
cellular;secondary;6;232;4;1;failure;no
cellular;tertiary;19;547;7;0;unknown;no
cellular;secondary;21;71;9;0;unknown;no
cellular;secondary;31;113;6;0;unknown;no
cellular;secondary;8;780;4;0;unknown;no
cellular;secondary;12;246;1;1;other;no
unknown;unknown;3;108;12;0;unknown;no
cellular;secondary;29;253;1;0;unknown;no
cellular;primary;6;175;1;0;unknown;no
unknown;tertiary;15;106;1;0;unknown;no
cellular;primary;7;86;2;0;unknown;no
unknown;primary;21;248;3;0;unknown;no
telephone;secondary;28;265;2;0;unknown;yes
cellular;primary;5;916;3;0;unknown;no
cellular;primary;4;506;1;0;unknown;no
cellular;primary;17;30;1;0;unknown;no
cellular;tertiary;14;904;3;0;unknown;no
unknown;primary;6;699;3;0;unknown;no
cellular;secondary;6;19;1;0;unknown;no
unknown;secondary;14;389;1;0;unknown;no
cellular;secondary;6;211;4;0;unknown;no
cellular;primary;16;283;1;0;unknown;no
cellular;tertiary;12;474;2;0;unknown;no
cellular;tertiary;15;157;2;5;failure;no
cellular;secondary;5;509;2;0;unknown;no
unknown;primary;7;279;1;0;unknown;no
telephone;secondary;17;27;1;0;unknown;yes
cellular;tertiary;11;386;4;0;unknown;no
cellular;primary;18;679;1;0;unknown;no
unknown;tertiary;2;169;1;0;unknown;no
unknown;tertiary;3;315;1;0;unknown;no
cellular;secondary;20;293;2;0;unknown;no
cellular;secondary;3;439;3;0;unknown;no
unknown;secondary;19;198;1;0;unknown;no
unknown;secondary;15;770;2;0;unknown;no
telephone;secondary;30;340;2;0;unknown;no
cellular;secondary;26;1472;1;4;failure;no
cellular;tertiary;4;293;1;2;other;no
cellular;secondary;2;311;2;0;unknown;no
cellular;secondary;18;291;2;0;unknown;no
unknown;secondary;9;594;1;0;unknown;yes
cellular;secondary;12;139;2;1;failure;no
unknown;secondary;6;501;4;0;unknown;no
cellular;primary;15;274;1;0;unknown;no
telephone;secondary;21;10;3;0;unknown;no
unknown;unknown;20;18;2;0;unknown;no
cellular;tertiary;22;198;1;6;success;no
cellular;tertiary;16;410;2;0;unknown;no
unknown;secondary;19;190;1;0;unknown;no
unknown;tertiary;28;121;1;0;unknown;no
telephone;primary;9;148;1;0;unknown;no
cellular;secondary;20;239;2;2;failure;yes
cellular;tertiary;7;90;3;0;unknown;no
cellular;tertiary;2;58;1;1;failure;no
cellular;tertiary;18;1139;2;0;unknown;no
cellular;tertiary;5;504;1;1;success;no
cellular;primary;5;348;1;0;unknown;no
telephone;primary;30;130;3;0;unknown;no
cellular;secondary;26;100;1;1;other;no
unknown;secondary;29;544;1;0;unknown;no
unknown;primary;19;182;11;0;unknown;no
unknown;secondary;28;272;2;0;unknown;no
cellular;primary;11;260;2;0;unknown;no
unknown;secondary;8;672;3;0;unknown;yes
cellular;secondary;29;264;1;0;unknown;no
telephone;secondary;15;275;2;0;unknown;yes
cellular;secondary;23;76;1;0;unknown;no
cellular;tertiary;25;142;4;0;unknown;no
cellular;primary;26;454;2;0;unknown;no
cellular;secondary;18;102;2;5;failure;yes
telephone;tertiary;30;521;3;7;other;no
cellular;secondary;17;57;1;0;unknown;yes
cellular;tertiary;9;504;1;0;unknown;no
cellular;tertiary;11;138;3;0;unknown;no
cellular;tertiary;5;103;2;1;other;no
cellular;tertiary;17;485;1;0;unknown;no
cellular;tertiary;5;166;1;0;unknown;no
cellular;primary;8;318;2;1;success;no
cellular;tertiary;3;531;3;0;unknown;no
cellular;secondary;13;155;2;4;failure;no
telephone;secondary;10;73;1;0;unknown;no
unknown;unknown;12;198;3;0;unknown;no
telephone;secondary;14;137;1;0;unknown;no
unknown;secondary;1;479;9;0;unknown;no
unknown;unknown;9;285;1;0;unknown;no
cellular;tertiary;8;98;1;0;unknown;no
cellular;tertiary;15;199;2;3;other;no
cellular;tertiary;18;97;3;0;unknown;yes
unknown;secondary;4;389;5;0;unknown;no
cellular;unknown;7;384;1;4;success;no
unknown;primary;6;37;3;0;unknown;no
cellular;tertiary;8;420;4;0;unknown;no
telephone;tertiary;7;973;1;1;failure;no
cellular;tertiary;28;77;4;0;unknown;no
cellular;tertiary;29;376;2;0;unknown;yes
cellular;tertiary;2;125;1;0;unknown;no
cellular;secondary;18;442;1;8;failure;no
cellular;secondary;22;528;2;0;unknown;no
cellular;tertiary;20;128;5;0;unknown;no
unknown;unknown;16;71;1;0;unknown;no
cellular;secondary;20;161;4;0;unknown;no
cellular;secondary;12;129;4;0;unknown;no
unknown;tertiary;6;136;1;0;unknown;no
unknown;secondary;6;44;1;0;unknown;yes
cellular;secondary;15;1181;9;0;unknown;yes
cellular;secondary;30;81;1;0;unknown;no
cellular;secondary;10;224;1;0;unknown;no
cellular;tertiary;29;189;4;0;unknown;no
cellular;secondary;26;98;2;0;unknown;no
cellular;secondary;19;50;1;0;unknown;yes
cellular;tertiary;18;195;10;0;unknown;no
cellular;secondary;7;110;2;0;unknown;no
cellular;secondary;28;214;1;0;unknown;no
unknown;secondary;19;182;8;0;unknown;no
cellular;secondary;17;239;2;0;unknown;no
cellular;secondary;12;179;6;0;unknown;yes
unknown;primary;9;540;1;0;unknown;no
cellular;tertiary;18;566;2;4;failure;no
cellular;secondary;18;697;4;0;unknown;no
unknown;secondary;15;98;2;0;unknown;no
cellular;secondary;5;221;1;1;failure;no
telephone;tertiary;30;246;1;0;unknown;no
cellular;secondary;21;656;2;0;unknown;no
unknown;primary;3;281;1;0;unknown;no
unknown;tertiary;8;65;1;0;unknown;no
unknown;secondary;26;193;5;0;unknown;yes
cellular;secondary;17;283;1;0;unknown;no
unknown;primary;20;78;4;0;unknown;yes
unknown;unknown;8;425;6;0;unknown;no
cellular;tertiary;7;238;2;0;unknown;no
cellular;secondary;6;182;1;8;failure;no
cellular;secondary;18;998;6;0;unknown;no
unknown;secondary;8;477;1;0;unknown;no
cellular;tertiary;4;158;1;0;unknown;no
telephone;tertiary;8;320;3;0;unknown;no
cellular;secondary;13;149;1;2;failure;no
cellular;secondary;14;410;5;0;unknown;yes
cellular;tertiary;13;104;2;0;unknown;no
unknown;secondary;20;454;6;0;unknown;no
unknown;secondary;13;190;1;0;unknown;no
cellular;secondary;19;145;10;0;unknown;no
